date,code,language,url,pages,articles,edits,images,users,activeusers,admins,jobs
2026-07-14,sh,srpskohrvatski / српскохрватски,https://sh.wikipedia.org,4630794,461868,42633382,10014,373588,321,8,0
2026-07-14,shi,Taclḥit,https://shi.wikipedia.org,14984,10893,78698,0,41662,27,3,0
2026-07-14,shn,တႆး,https://shn.wikipedia.org,39735,18549,132905,79,6608,31,2,0
2026-07-14,si,සිංහල,https://si.wikipedia.org,176098,25610,794976,2988,78931,154,3,0
2026-07-14,simple,Simple English,https://simple.wikipedia.org,943760,283240,10896371,36,1813675,3083,24,0
2026-07-14,sk,slovenčina,https://sk.wikipedia.org,606350,260477,8222691,0,297799,1125,11,0
2026-07-14,skr,سرائیکی,https://skr.wikipedia.org,33317,24645,71701,0,4426,19,2,0
2026-07-14,sl,slovenščina,https://sl.wikipedia.org,509442,198314,6699111,9018,261573,513,22,0
2026-07-14,sm,Gagana Samoa,https://sm.wikipedia.org,6289,1209,48341,0,12261,14,1,0
2026-07-14,smn,anarâškielâ,https://smn.wikipedia.org,30225,6716,157547,0,7267,21,4,0
2026-07-14,sn,chiShona,https://sn.wikipedia.org,20759,11716,113990,0,20972,18,1,0
2026-07-14,so,Soomaaliga,https://so.wikipedia.org,33302,12023,302018,0,46042,142,1,0
2026-07-14,sq,shqip,https://sq.wikipedia.org,328021,106039,3004305,3434,188505,311,5,0
2026-07-14,sr,српски / srpski,https://sr.wikipedia.org,4173233,706360,31042135,40259,595842,1836,9,0
2026-07-14,srn,Sranantongo,https://srn.wikipedia.org,2737,1132,40158,0,9042,13,1,0
2026-07-14,ss,SiSwati,https://ss.wikipedia.org,3492,1154,42503,0,10366,16,3,0
2026-07-14,st,Sesotho,https://st.wikipedia.org,6083,1962,40268,0,12879,40,1,0
2026-07-14,stq,Seeltersk,https://stq.wikipedia.org,10857,4188,124353,381,15244,19,4,0
2026-07-14,su,Sunda,https://su.wikipedia.org,100766,62939,699229,419,36178,78,7,0
2026-07-14,sv,svenska,https://sv.wikipedia.org,6373365,2626627,59371134,0,1052078,4095,65,0
2026-07-14,sw,Kiswahili,https://sw.wikipedia.org,230675,121041,1575949,1210,89675,197,14,0
2026-07-14,syl,ꠍꠤꠟꠐꠤ,https://syl.wikipedia.org,6591,1231,30715,0,1859,14,1,0
2026-07-14,szl,ślůnski,https://szl.wikipedia.org,77504,60807,386590,0,30061,55,2,0
2026-07-14,szy,Sakizaya,https://szy.wikipedia.org,6476,2742,141062,0,4274,15,1,0
2026-07-14,ta,தமிழ்,https://ta.wikipedia.org,629152,187556,4588255,9854,262507,488,31,0
2026-07-14,tay,Tayal,https://tay.wikipedia.org,3343,2582,66735,0,2772,12,1,0
2026-07-14,tcy,ತುಳು,https://tcy.wikipedia.org,21737,3659,245969,12,8967,29,5,0
2026-07-14,tdd,ᥖᥭᥰ ᥖᥬᥲ ᥑᥨᥒᥰ,https://tdd.wikipedia.org,2491,448,7711,0,1191,9,1,0
2026-07-14,te,తెలుగు,https://te.wikipedia.org,423210,125928,4769907,15241,148632,375,11,0
2026-07-14,tet,tetun,https://tet.wikipedia.org,5563,1542,74166,0,11711,86,6,0
2026-07-14,tg,тоҷикӣ,https://tg.wikipedia.org,288401,118675,1479571,542,142362,102,7,0
2026-07-14,th,ไทย,https://th.wikipedia.org,1188111,185089,13100041,9256,556567,2801,18,0
2026-07-14,ti,ትግርኛ,https://ti.wikipedia.org,3067,365,25964,0,11501,18,2,0
2026-07-14,tig,ትግሬ,https://tig.wikipedia.org,510,62,6794,0,1804,11,1,0
2026-07-14,tk,Türkmençe,https://tk.wikipedia.org,17933,7206,269322,332,33930,45,2,0
2026-07-14,tl,Tagalog,https://tl.wikipedia.org,249894,49137,2209657,1712,162785,280,10,0
2026-07-14,tly,tolışi,https://tly.wikipedia.org,14025,10156,125136,1,51554,39,2,0
2026-07-14,tn,Setswana,https://tn.wikipedia.org,9963,5151,52447,4,12846,61,1,0
2026-07-14,to,lea faka-Tonga,https://to.wikipedia.org,5545,2047,44031,12,12928,13,2,0
2026-07-14,tok,toki pona,https://tok.wikipedia.org,11219,4454,62631,0,5885,110,2,0
2026-07-14,tpi,Tok Pisin,https://tpi.wikipedia.org,5775,1416,89571,0,16182,13,1,0
2026-07-14,tr,Türkçe,https://tr.wikipedia.org,3414764,690156,37402130,44718,1838687,4348,22,0
2026-07-14,trv,Seediq,https://trv.wikipedia.org,2220,1201,104329,0,3036,8,1,0
2026-07-14,ts,Xitsonga,https://ts.wikipedia.org,4570,1094,41726,0,12788,20,2,0
2026-07-14,tt,татарча / tatarça,https://tt.wikipedia.org,1460546,708918,5977219,7073,61251,83,7,0
2026-07-14,tum,chiTumbuka,https://tum.wikipedia.org,39744,19219,108061,138,11711,30,2,0
2026-07-14,tw,Twi,https://tw.wikipedia.org,8820,4737,138110,0,18454,24,3,0
2026-07-14,ty,reo tahiti,https://ty.wikipedia.org,3080,1252,54213,0,8722,8,1,0
2026-07-14,tyv,тыва дыл,https://tyv.wikipedia.org,15104,4128,52369,0,11090,17,1,0
2026-07-14,udm,удмурт,https://udm.wikipedia.org,20459,5917,130016,8,17612,16,2,0
2026-07-14,ug,ئۇيغۇرچە / Uyghurche,https://ug.wikipedia.org,17666,9723,175399,0,25812,40,1,0
2026-07-14,uk,українська,https://uk.wikipedia.org,5349063,1427911,48311103,114870,922551,4755,44,0
2026-07-14,ur,اردو,https://ur.wikipedia.org,2974926,648021,11547653,10272,215604,380,9,0
2026-07-14,uz,oʻzbekcha / ўзбекча,https://uz.wikipedia.org,1273596,350002,6201443,3928,287597,529,10,0
2026-07-14,ve,Tshivenda,https://ve.wikipedia.org,2654,901,22605,0,9602,17,1,0
2026-07-14,vec,vèneto,https://vec.wikipedia.org,143560,69617,1228409,724,42274,43,5,0
2026-07-14,vep,vepsän kel’,https://vep.wikipedia.org,39387,7112,188831,0,18432,23,1,0
2026-07-14,vi,Tiếng Việt,https://vi.wikipedia.org,4597401,1303693,75254927,28197,1072558,4446,16,0
2026-07-14,vls,West-Vlams,https://vls.wikipedia.org,23368,8357,326662,355,31173,32,5,0
2026-07-14,vo,Volapük,https://vo.wikipedia.org,171315,53187,3333722,0,41474,40,1,0
2026-07-14,vro,võro,https://fiu-vro.wikipedia.org,13129,6909,184670,50,16666,15,4,0
2026-07-14,wa,walon,https://wa.wikipedia.org,31041,12986,425159,771,28780,35,4,0
2026-07-14,war,Winaray,https://war.wikipedia.org,2870515,1266912,7735547,42,67260,68,3,0
2026-07-14,wo,Wolof,https://wo.wikipedia.org,5574,1745,107396,0,17653,17,1,0
2026-07-14,wuu,吴语,https://wuu.wikipedia.org,75445,48282,397021,6,239359,80,4,0
2026-07-14,xal,хальмг,https://xal.wikipedia.org,12566,1575,92816,0,11357,13,1,0
2026-07-14,xh,isiXhosa,https://xh.wikipedia.org,5748,2437,41200,0,16162,58,1,0
2026-07-14,xmf,მარგალური,https://xmf.wikipedia.org,42534,22401,251069,0,23132,27,3,0
2026-07-14,yi,ייִדיש,https://yi.wikipedia.org,44593,15752,599818,984,61414,48,3,0
2026-07-14,yo,Yorùbá,https://yo.wikipedia.org,63370,38205,622512,160,34242,87,4,0
2026-07-14,yue,粵語,https://zh-yue.wikipedia.org,341199,150878,2430148,3081,337722,838,9,0
2026-07-14,za,Vahcuengh,https://za.wikipedia.org,5626,3019,42990,0,12592,12,1,0
2026-07-14,zea,Zeêuws,https://zea.wikipedia.org,13984,7401,181607,1,16033,40,3,0
2026-07-14,zgh,ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ,https://zgh.wikipedia.org,52275,12241,177385,0,46970,45,4,0
2026-07-14,zh,中文,https://zh.wikipedia.org,8432284,1544097,93150999,70416,4144334,14026,61,0
2026-07-14,zu,isiZulu,https://zu.wikipedia.org,27499,12418,125965,0,26448,52,2,0
